CWNS_NUM,REPORT_YEAR,2042_IND,WERF_CODE,FINAL_UNIT_PROCESS_NAME
01000036001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000037001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000037002,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000039001,2012.0,1.0,LAGOON_AER,"Lagoon, Aerated"
01000040001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000040001,2008.0,1.0,DISINF-UV,"Disinfection, Ultraviolet"
01000040001,2012.0,1.0,LAGOON_AER,"Lagoon, Aerated"
01000041001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
01000041001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000043001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000043001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000043001,2008.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
01000043001,2008.0,1.0,DISINF-UV,"Disinfection, UV Radiation"
01000043001,2012.0,1.0,AS-OD,Reactor (Oxidation Ditch)
01000043001,2012.0,1.0,TF,"Trickling Filter, Rock Media"
01000043001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
01000043001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000044001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000045001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Centrifuge)
01000045001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000045001,2008.0,1.0,BIO-P,"Phosphorus Removal, Biological"
01000045001,2008.0,1.0,DISINF,"Disinfection, Gaseous Chloride"
01000045001,2008.0,1.0,BIOGAS_CWNS,Biosolids Digestor Gas Utilization Facilities
01000045001,2012.0,1.0,AS-A2O,"Activated Sludge, Anaerobic/Anoxic/Oxic"
01000045001,2012.0,1.0,AS,"Activated Sludge, Conventional"
01000045001,2012.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000045001,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
01000046001,2004.0,1.0,AS,"Activated Sludge, Other Mode"
01000046001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000046001,2004.0,1.0,BS_LAGOON,Biosolids Lagoon
01000046001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000046001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000046001,2004.0,1.0,TF-RBC,Rotating Biological Contractors
01000046002,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000048001,2004.0,1.0,AS,"Activated Sludge, Conventional"
01000048001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000048001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000048001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000049001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000049001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000049001,2004.0,1.0,MHI,"Biosolids Incineration, Multiple Hearth"
01000049001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
01000049001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000049001,2004.0,1.0,TF-RBC,Rotating Biological Contractors
01000049002,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000049002,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000049002,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000049002,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000049002,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000049002,2012.0,1.0,BNR,Biological Nutrient Removal
01000049002,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
01000049002,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
01000049005,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000049005,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000049005,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000049005,2008.0,1.0,BIO-P,"Phosphorus Removal, Biological (Modified Bardenpho)"
01000049005,2008.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
01000049005,2008.0,1.0,DISINF-UV,"Disinfection, UV Radiation"
01000049005,2012.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000049005,2012.0,1.0,BNR,Biological Nutrient Removal
01000049005,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
01000049005,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
01000050001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000050001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000051001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000051001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000054002,2004.0,1.0,AS,"Activated Sludge, Conventional"
01000054002,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000054002,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000054002,2004.0,1.0,TF,"Trickling Filter, Rock Media"
01000054004,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000054004,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000054004,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000055004,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000057001,2004.0,1.0,AS,"Activated Sludge, High Rate"
01000057001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000057001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000057001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000058001,2004.0,1.0,BS_LAGOON,Biosolids Lagoon
01000058001,2004.0,1.0,AS-OD,Reactor (Oxidation Ditch)
01000058001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000060001,2004.0,1.0,AS,"Activated Sludge, Conventional"
01000060001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000061001,2004.0,1.0,AS,"Activated Sludge, Conventional"
01000061001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000061001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000061001,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
01000062001,2004.0,1.0,AS-OD,Reactor (Oxidation Ditch)
01000062001,2012.0,1.0,BNR,Biological Nutrient Removal
01000062001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
01000065001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000065001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000065001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000067001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000067001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000067001,2008.0,1.0,DISINF-UV,"Disinfection, Ultraviolet"
01000067001,2012.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000067001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000067002,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000067002,2004.0,1.0,TF,"Trickling Filter, Rock Media"
01000067002,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000068001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000068001,2012.0,1.0,LAGOON_AER,"Lagoon, Aerated"
01000070001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000071001,2004.0,1.0,AS,"Activated Sludge, Conventional"
01000071001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000071001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000071001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000072001,2004.0,1.0,AS,"Activated Sludge, Other Mode"
01000073001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000073001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
01000073001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000074001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000074001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000074001,2004.0,1.0,AS-OD,Reactor (Oxidation Ditch)
01000075001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000078001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000079001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000079001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000079001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000079001,2004.0,1.0,TF,"Trickling Filter, Rock Media"
01000079001,2012.0,1.0,BNR,Biological Nutrient Removal
01000079001,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
01000080001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000080001,2008.0,1.0,BIO-P,"Phosphorus Removal, Biological (Phostrip)"
01000080001,2008.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
01000080001,2008.0,1.0,DISINF-UV,"Disinfection, Ultraviolet"
01000080001,2012.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000080001,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
01000080001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
01000083001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000083001,2008.0,1.0,BIO-P,"Phosphorus Removal, Biological (Phostrip)"
01000083001,2008.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
01000083001,2008.0,1.0,DISINF-UV,"Disinfection, Ultraviolet"
01000083001,2012.0,1.0,AS-A2O,"Activated Sludge, Anaerobic/Anoxic/Oxic"
01000083001,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
01000083001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
01000083002,2008.0,1.0,BIO-P,"Phosphorus Removal, Biological (Phostrip)"
01000083002,2008.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Centrifuge)
01000083002,2008.0,1.0,DISINF-UV,"Disinfection, Ultraviolet"
01000083002,2012.0,1.0,AS-A2O,"Activated Sludge, Anaerobic/Anoxic/Oxic"
01000083002,2012.0,1.0,BNR,Biological Nutrient Removal
01000083002,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
01000083002,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
01000085001,2008.0,1.0,DISINF,"Disinfection, Chlorination"
01000085001,2012.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000085001,2012.0,1.0,AS,"Activated Sludge, Conventional"
01000085001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000085002,2004.0,1.0,AS,"Activated Sludge, Conventional"
01000085002,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000085002,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000085003,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
01000085003,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000085003,2012.0,1.0,AS-OD,Reactor (Oxidation Ditch)
01000085003,2012.0,1.0,TF,"Trickling Filter, Other Media"
01000085003,2012.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000085005,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Oxygen"
01000085005,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000085005,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000085005,2012.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000085007,2004.0,1.0,AS-OD,Reactor (Oxidation Ditch)
01000088001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000088001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000088001,2004.0,1.0,AS-OD,Reactor (Oxidation Ditch)
01000088001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000088001,2004.0,1.0,TF,"Trickling Filter, Rock Media"
01000088001,2012.0,1.0,BNR,Biological Nutrient Removal
01000088001,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
01000088200,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
01000089001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000089001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000093001,2004.0,1.0,AS,"Activated Sludge, Conventional"
01000093001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000093001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000093001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000093001,2004.0,1.0,PRIMARY,Other Preliminary Or Primary Treatment
01000094001,2004.0,1.0,AS,"Activated Sludge, Conventional"
01000094001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000094001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000098001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000100001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
01000101001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000103001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000103001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000104004,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000104004,2004.0,1.0,BS_LAGOON,Biosolids Lagoon
01000104004,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000104004,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000104004,2004.0,1.0,TF-RBC,Rotating Biological Contractors
01000108001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000108001,2008.0,1.0,PRIMARY,"Sedimentation, Primary"
01000108001,2008.0,1.0,AS-PUREO,"Activated Sludge, Pure Oxygen"
01000108001,2008.0,1.0,AS-SBR,"Reactor, Sequencing Batch (SBR)"
01000108001,2008.0,1.0,BIOGAS_CWNS,Biosolids Digestor Gas Utilization Facilities
01000108001,2008.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Centrifuge)
01000108001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000108002,2008.0,1.0,BDENIT,"Biological Denitrification, (Separate Stage)"
01000108002,2008.0,1.0,DISINF,"Disinfection, Chlorination"
01000108002,2008.0,1.0,PRIMARY,"Chemical Addition (Ferric Chloride), Primary"
01000108002,2008.0,1.0,TF,"Trickling Filter, Rock Media"
01000108002,2008.0,1.0,BIOGAS_CWNS,Biosolids Digestor Gas Utilization Facilities
01000108002,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000108003,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000108003,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000108003,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000108003,2004.0,1.0,TF,"Trickling Filter, Rock Media"
01000109001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000109001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000109001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000110001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000110001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000110001,2012.0,1.0,AS,"Activated Sludge, Conventional"
01000110001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000110002,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000110002,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000110002,2008.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
01000110002,2012.0,1.0,TF,"Trickling Filter, Plastic Media"
01000110002,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
01000110002,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000110003,2004.0,1.0,AS,"Activated Sludge, Other Mode"
01000110003,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000110003,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000110003,2004.0,1.0,TF,"Trickling Filter, Rock Media"
01000110003,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000111001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000111002,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000114001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000114001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000115001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000115001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000121001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
01000123001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000123001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000123001,2012.0,1.0,BNR,Biological Nutrient Removal
01000123001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
01000124001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000124001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
01000125001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000125001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000127002,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000127002,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000127002,2004.0,1.0,AS-OD,Reactor (Oxidation Ditch)
01000127002,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000127005,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000127005,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000127005,2004.0,1.0,AS-OD,Reactor (Oxidation Ditch)
01000127005,2012.0,1.0,BNR,Biological Nutrient Removal
01000127005,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
01000127005,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
01000128002,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000128003,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000128003,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000128003,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
01000129001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000129001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000129001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000129001,2012.0,1.0,BNR,Biological Nutrient Removal
01000129001,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
01000129001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
01000130001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000130001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000130001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000130001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000131002,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000131005,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000131005,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000131005,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000131005,2004.0,1.0,TF-RBC,Rotating Biological Contractors
01000132001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000135001,2004.0,1.0,AS-OD,Reactor (Oxidation Ditch)
01000139001,2004.0,1.0,AS,"Activated Sludge, Conventional"
01000139001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000139001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000139003,2004.0,1.0,AS,"Activated Sludge, Conventional"
01000139003,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000139003,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000140001,2004.0,1.0,AS,"Activated Sludge, Conventional"
01000140001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
01000140001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000140001,2004.0,1.0,TF,"Trickling Filter, Rock Media"
01000140002,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
01000140002,2004.0,1.0,TF,"Trickling Filter, Rock Media"
01000141001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000141001,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
01000143001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000143001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000143001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000145002,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000145003,2004.0,1.0,STBL_POND,"Pond, Stabilization"
01000146001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
01000146001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
01000146001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000147001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
01000147001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
